"ITTER107","Territorio","TIPO_DATO_FOL","Tipo dato","SEXISTAT1","Sesso","ETA1","Classe di età","TITOLO_STUDIO","Titolo di studio","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITCD","Nord","INAC_R","tasso di inattività","9","totale","Y15-24","15-24 anni","99","totale","2020-Q2","T2-2020",74.590802,,
"ITCD","Nord","INAC_R","tasso di inattività","9","totale","Y15-24","15-24 anni","99","totale","2020-Q1","T1-2020",71.592536,,
"ITCD","Nord","INAC_R","tasso di inattività","9","totale","Y15-24","15-24 anni","99","totale","2020-Q3","T3-2020",70.929122,,
"ITCD","Nord","INAC_R","tasso di inattività","9","totale","Y15-24","15-24 anni","99","totale","2020-Q4","T4-2020",73.050849,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","1","maschi","Y15-24","15-24 anni","99","totale","2019-Q1","T1-2019",67.102893,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","1","maschi","Y15-24","15-24 anni","99","totale","2019-Q2","T2-2019",67.889603,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","1","maschi","Y15-24","15-24 anni","99","totale","2019-Q4","T4-2019",69.062264,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","1","maschi","Y15-24","15-24 anni","99","totale","2019-Q3","T3-2019",67.258188,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","1","maschi","Y15-24","15-24 anni","99","totale","2020-Q2","T2-2020",71.868195,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","1","maschi","Y15-24","15-24 anni","99","totale","2020-Q1","T1-2020",69.620043,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","1","maschi","Y15-24","15-24 anni","99","totale","2020-Q3","T3-2020",68.243811,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","1","maschi","Y15-24","15-24 anni","99","totale","2020-Q4","T4-2020",70.72544,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","2","femmine","Y15-24","15-24 anni","99","totale","2019-Q1","T1-2019",74.791709,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","2","femmine","Y15-24","15-24 anni","99","totale","2019-Q2","T2-2019",73.466456,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","2","femmine","Y15-24","15-24 anni","99","totale","2019-Q4","T4-2019",74.255847,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","2","femmine","Y15-24","15-24 anni","99","totale","2019-Q3","T3-2019",76.915854,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","2","femmine","Y15-24","15-24 anni","99","totale","2020-Q2","T2-2020",79.292405,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","2","femmine","Y15-24","15-24 anni","99","totale","2020-Q1","T1-2020",75.036622,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","2","femmine","Y15-24","15-24 anni","99","totale","2020-Q3","T3-2020",76.607847,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","2","femmine","Y15-24","15-24 anni","99","totale","2020-Q4","T4-2020",78.097354,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","9","totale","Y15-24","15-24 anni","99","totale","2019-Q1","T1-2019",70.786034,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","9","totale","Y15-24","15-24 anni","99","totale","2019-Q2","T2-2019",70.560496,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","9","totale","Y15-24","15-24 anni","99","totale","2019-Q4","T4-2019",71.54829,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","9","totale","Y15-24","15-24 anni","99","totale","2019-Q3","T3-2019",71.879627,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","9","totale","Y15-24","15-24 anni","99","totale","2020-Q2","T2-2020",75.427471,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","9","totale","Y15-24","15-24 anni","99","totale","2020-Q1","T1-2020",72.213666,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","9","totale","Y15-24","15-24 anni","99","totale","2020-Q3","T3-2020",72.249965,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","9","totale","Y15-24","15-24 anni","99","totale","2020-Q4","T4-2020",74.258907,,
"ITD","Nord-est","INAC_R","tasso di inattività","1","maschi","Y15-24","15-24 anni","99","totale","2019-Q1","T1-2019",67.73603,,
"ITD","Nord-est","INAC_R","tasso di inattività","1","maschi","Y15-24","15-24 anni","99","totale","2019-Q2","T2-2019",65.40578,,
"ITD","Nord-est","INAC_R","tasso di inattività","1","maschi","Y15-24","15-24 anni","99","totale","2019-Q4","T4-2019",64.803788,,
"ITD","Nord-est","INAC_R","tasso di inattività","1","maschi","Y15-24","15-24 anni","99","totale","2019-Q3","T3-2019",65.685347,,
"ITD","Nord-est","INAC_R","tasso di inattività","1","maschi","Y15-24","15-24 anni","99","totale","2020-Q2","T2-2020",67.478838,,
"ITD","Nord-est","INAC_R","tasso di inattività","1","maschi","Y15-24","15-24 anni","99","totale","2020-Q1","T1-2020",67.35047,,
"ITD","Nord-est","INAC_R","tasso di inattività","1","maschi","Y15-24","15-24 anni","99","totale","2020-Q3","T3-2020",63.831254,,
"ITD","Nord-est","INAC_R","tasso di inattività","1","maschi","Y15-24","15-24 anni","99","totale","2020-Q4","T4-2020",66.978405,,
"ITD","Nord-est","INAC_R","tasso di inattività","2","femmine","Y15-24","15-24 anni","99","totale","2019-Q1","T1-2019",73.926366,,
"ITD","Nord-est","INAC_R","tasso di inattività","2","femmine","Y15-24","15-24 anni","99","totale","2019-Q2","T2-2019",74.078695,,
"ITD","Nord-est","INAC_R","tasso di inattività","2","femmine","Y15-24","15-24 anni","99","totale","2019-Q4","T4-2019",69.113918,,
"ITD","Nord-est","INAC_R","tasso di inattività","2","femmine","Y15-24","15-24 anni","99","totale","2019-Q3","T3-2019",71.651036,,
"ITD","Nord-est","INAC_R","tasso di inattività","2","femmine","Y15-24","15-24 anni","99","totale","2020-Q2","T2-2020",79.91477,,
"ITD","Nord-est","INAC_R","tasso di inattività","2","femmine","Y15-24","15-24 anni","99","totale","2020-Q1","T1-2020",74.425866,,
"ITD","Nord-est","INAC_R","tasso di inattività","2","femmine","Y15-24","15-24 anni","99","totale","2020-Q3","T3-2020",74.872288,,
"ITD","Nord-est","INAC_R","tasso di inattività","2","femmine","Y15-24","15-24 anni","99","totale","2020-Q4","T4-2020",76.197006,,
"ITD","Nord-est","INAC_R","tasso di inattività","9","totale","Y15-24","15-24 anni","99","totale","2019-Q1","T1-2019",70.710449,,
"ITD","Nord-est","INAC_R","tasso di inattività","9","totale","Y15-24","15-24 anni","99","totale","2019-Q2","T2-2019",69.569116,,
"ITD","Nord-est","INAC_R","tasso di inattività","9","totale","Y15-24","15-24 anni","99","totale","2019-Q4","T4-2019",66.87157,,
"ITD","Nord-est","INAC_R","tasso di inattività","9","totale","Y15-24","15-24 anni","99","totale","2019-Q3","T3-2019",68.547012,,
"ITD","Nord-est","INAC_R","tasso di inattività","9","totale","Y15-24","15-24 anni","99","totale","2020-Q2","T2-2020",73.451017,,
"ITD","Nord-est","INAC_R","tasso di inattività","9","totale","Y15-24","15-24 anni","99","totale","2020-Q1","T1-2020",70.746348,,
"ITD","Nord-est","INAC_R","tasso di inattività","9","totale","Y15-24","15-24 anni","99","totale","2020-Q3","T3-2020",69.128487,,
"ITD","Nord-est","INAC_R","tasso di inattività","9","totale","Y15-24","15-24 anni","99","totale","2020-Q4","T4-2020",71.405263,,
"ITE","Centro","INAC_R","tasso di inattività","1","maschi","Y15-24","15-24 anni","99","totale","2019-Q1","T1-2019",71.925599,,
"ITE","Centro","INAC_R","tasso di inattività","1","maschi","Y15-24","15-24 anni","99","totale","2019-Q2","T2-2019",71.560404,,
"ITE","Centro","INAC_R","tasso di inattività","1","maschi","Y15-24","15-24 anni","99","totale","2019-Q4","T4-2019",71.850677,,
"ITE","Centro","INAC_R","tasso di inattività","1","maschi","Y15-24","15-24 anni","99","totale","2019-Q3","T3-2019",73.306891,,
"ITE","Centro","INAC_R","tasso di inattività","1","maschi","Y15-24","15-24 anni","99","totale","2020-Q2","T2-2020",77.058583,,
"ITE","Centro","INAC_R","tasso di inattività","1","maschi","Y15-24","15-24 anni","99","totale","2020-Q1","T1-2020",70.905541,,
"ITE","Centro","INAC_R","tasso di inattività","1","maschi","Y15-24","15-24 anni","99","totale","2020-Q3","T3-2020",74.219703,,
"ITE","Centro","INAC_R","tasso di inattività","1","maschi","Y15-24","15-24 anni","99","totale","2020-Q4","T4-2020",69.192105,,
"ITE","Centro","INAC_R","tasso di inattività","2","femmine","Y15-24","15-24 anni","99","totale","2019-Q1","T1-2019",77.530211,,
"ITE","Centro","INAC_R","tasso di inattività","2","femmine","Y15-24","15-24 anni","99","totale","2019-Q2","T2-2019",79.683344,,
"ITE","Centro","INAC_R","tasso di inattività","2","femmine","Y15-24","15-24 anni","99","totale","2019-Q4","T4-2019",81.434886,,
"ITE","Centro","INAC_R","tasso di inattività","2","femmine","Y15-24","15-24 anni","99","totale","2019-Q3","T3-2019",78.688681,,
"ITE","Centro","INAC_R","tasso di inattività","2","femmine","Y15-24","15-24 anni","99","totale","2020-Q2","T2-2020",85.086806,,
"ITE","Centro","INAC_R","tasso di inattività","2","femmine","Y15-24","15-24 anni","99","totale","2020-Q1","T1-2020",80.11723,,
"ITE","Centro","INAC_R","tasso di inattività","2","femmine","Y15-24","15-24 anni","99","totale","2020-Q3","T3-2020",79.590096,,
"ITE","Centro","INAC_R","tasso di inattività","2","femmine","Y15-24","15-24 anni","99","totale","2020-Q4","T4-2020",82.465509,,
"ITE","Centro","INAC_R","tasso di inattività","9","totale","Y15-24","15-24 anni","99","totale","2019-Q1","T1-2019",74.60811,,
"ITE","Centro","INAC_R","tasso di inattività","9","totale","Y15-24","15-24 anni","99","totale","2019-Q2","T2-2019",75.447665,,
"ITE","Centro","INAC_R","tasso di inattività","9","totale","Y15-24","15-24 anni","99","totale","2019-Q4","T4-2019",76.436569,,
"ITE","Centro","INAC_R","tasso di inattività","9","totale","Y15-24","15-24 anni","99","totale","2019-Q3","T3-2019",75.880469,,
"ITE","Centro","INAC_R","tasso di inattività","9","totale","Y15-24","15-24 anni","99","totale","2020-Q2","T2-2020",80.903131,,
"ITE","Centro","INAC_R","tasso di inattività","9","totale","Y15-24","15-24 anni","99","totale","2020-Q1","T1-2020",75.314186,,
"ITE","Centro","INAC_R","tasso di inattività","9","totale","Y15-24","15-24 anni","99","totale","2020-Q3","T3-2020",76.790369,,
"ITE","Centro","INAC_R","tasso di inattività","9","totale","Y15-24","15-24 anni","99","totale","2020-Q4","T4-2020",75.54978,,
"IT","Italia","INAC_R","tasso di inattività","1","maschi","Y25-34","25-34 anni","99","totale","2019-Q1","T1-2019",18.028399,,
"IT","Italia","INAC_R","tasso di inattività","1","maschi","Y25-34","25-34 anni","99","totale","2019-Q2","T2-2019",18.340881,,
"IT","Italia","INAC_R","tasso di inattività","1","maschi","Y25-34","25-34 anni","99","totale","2019-Q4","T4-2019",17.379247,,
"IT","Italia","INAC_R","tasso di inattività","1","maschi","Y25-34","25-34 anni","99","totale","2019-Q3","T3-2019",19.005524,,
"IT","Italia","INAC_R","tasso di inattività","1","maschi","Y25-34","25-34 anni","99","totale","2020-Q2","T2-2020",23.375147,,
"IT","Italia","INAC_R","tasso di inattività","1","maschi","Y25-34","25-34 anni","99","totale","2020-Q1","T1-2020",20.20017,,
"IT","Italia","INAC_R","tasso di inattività","1","maschi","Y25-34","25-34 anni","99","totale","2020-Q3","T3-2020",19.057463,,
"IT","Italia","INAC_R","tasso di inattività","1","maschi","Y25-34","25-34 anni","99","totale","2020-Q4","T4-2020",19.535741,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y25-34","25-34 anni","99","totale","2019-Q1","T1-2019",35.219302,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y25-34","25-34 anni","99","totale","2019-Q2","T2-2019",34.467352,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y25-34","25-34 anni","99","totale","2019-Q4","T4-2019",35.27652,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y25-34","25-34 anni","99","totale","2019-Q3","T3-2019",35.932617,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y25-34","25-34 anni","99","totale","2020-Q2","T2-2020",41.71695,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y25-34","25-34 anni","99","totale","2020-Q1","T1-2020",36.145196,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y25-34","25-34 anni","99","totale","2020-Q3","T3-2020",38.345731,,
"IT","Italia","INAC_R","tasso di inattività","2","femmine","Y25-34","25-34 anni","99","totale","2020-Q4","T4-2020",37.450797,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y25-34","25-34 anni","99","totale","2019-Q1","T1-2019",26.502978,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y25-34","25-34 anni","99","totale","2019-Q2","T2-2019",26.291233,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y25-34","25-34 anni","99","totale","2019-Q4","T4-2019",26.204408,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y25-34","25-34 anni","99","totale","2019-Q3","T3-2019",27.358989,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y25-34","25-34 anni","99","totale","2020-Q2","T2-2020",32.412846,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y25-34","25-34 anni","99","totale","2020-Q1","T1-2020",28.055276,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y25-34","25-34 anni","99","totale","2020-Q3","T3-2020",28.563115,,
"IT","Italia","INAC_R","tasso di inattività","9","totale","Y25-34","25-34 anni","99","totale","2020-Q4","T4-2020",28.360094,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y25-34","25-34 anni","99","totale","2019-Q1","T1-2019",9.30792,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y25-34","25-34 anni","99","totale","2019-Q2","T2-2019",11.828547,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y25-34","25-34 anni","99","totale","2019-Q4","T4-2019",9.891034,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y25-34","25-34 anni","99","totale","2019-Q3","T3-2019",11.236766,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y25-34","25-34 anni","99","totale","2020-Q2","T2-2020",14.372719,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y25-34","25-34 anni","99","totale","2020-Q1","T1-2020",11.66671,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y25-34","25-34 anni","99","totale","2020-Q3","T3-2020",12.261084,,
"ITCD","Nord","INAC_R","tasso di inattività","1","maschi","Y25-34","25-34 anni","99","totale","2020-Q4","T4-2020",11.598133,,
"ITCD","Nord","INAC_R","tasso di inattività","2","femmine","Y25-34","25-34 anni","99","totale","2019-Q1","T1-2019",24.468066,,
"ITCD","Nord","INAC_R","tasso di inattività","2","femmine","Y25-34","25-34 anni","99","totale","2019-Q2","T2-2019",23.763159,,
"ITCD","Nord","INAC_R","tasso di inattività","2","femmine","Y25-34","25-34 anni","99","totale","2019-Q4","T4-2019",24.766293,,
"ITCD","Nord","INAC_R","tasso di inattività","2","femmine","Y25-34","25-34 anni","99","totale","2019-Q3","T3-2019",25.182918,,
"ITCD","Nord","INAC_R","tasso di inattività","2","femmine","Y25-34","25-34 anni","99","totale","2020-Q2","T2-2020",28.660274,,
"ITCD","Nord","INAC_R","tasso di inattività","2","femmine","Y25-34","25-34 anni","99","totale","2020-Q1","T1-2020",25.149401,,
"ITCD","Nord","INAC_R","tasso di inattività","2","femmine","Y25-34","25-34 anni","99","totale","2020-Q3","T3-2020",27.921867,,
"ITCD","Nord","INAC_R","tasso di inattività","2","femmine","Y25-34","25-34 anni","99","totale","2020-Q4","T4-2020",27.15388,,
"ITCD","Nord","INAC_R","tasso di inattività","9","totale","Y25-34","25-34 anni","99","totale","2019-Q1","T1-2019",16.795219,,
"ITCD","Nord","INAC_R","tasso di inattività","9","totale","Y25-34","25-34 anni","99","totale","2019-Q2","T2-2019",17.720284,,
"ITCD","Nord","INAC_R","tasso di inattività","9","totale","Y25-34","25-34 anni","99","totale","2019-Q4","T4-2019",17.230289,,
"ITCD","Nord","INAC_R","tasso di inattività","9","totale","Y25-34","25-34 anni","99","totale","2019-Q3","T3-2019",18.124455,,
"ITCD","Nord","INAC_R","tasso di inattività","9","totale","Y25-34","25-34 anni","99","totale","2020-Q2","T2-2020",21.413412,,
"ITCD","Nord","INAC_R","tasso di inattività","9","totale","Y25-34","25-34 anni","99","totale","2020-Q1","T1-2020",18.310715,,
"ITCD","Nord","INAC_R","tasso di inattività","9","totale","Y25-34","25-34 anni","99","totale","2020-Q3","T3-2020",19.978268,,
"ITCD","Nord","INAC_R","tasso di inattività","9","totale","Y25-34","25-34 anni","99","totale","2020-Q4","T4-2020",19.256759,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","1","maschi","Y25-34","25-34 anni","99","totale","2019-Q1","T1-2019",9.789806,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","1","maschi","Y25-34","25-34 anni","99","totale","2019-Q2","T2-2019",12.246266,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","1","maschi","Y25-34","25-34 anni","99","totale","2019-Q4","T4-2019",10.056254,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","1","maschi","Y25-34","25-34 anni","99","totale","2019-Q3","T3-2019",11.197341,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","1","maschi","Y25-34","25-34 anni","99","totale","2020-Q2","T2-2020",16.540817,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","1","maschi","Y25-34","25-34 anni","99","totale","2020-Q1","T1-2020",12.618615,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","1","maschi","Y25-34","25-34 anni","99","totale","2020-Q3","T3-2020",13.496878,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","1","maschi","Y25-34","25-34 anni","99","totale","2020-Q4","T4-2020",12.26295,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","2","femmine","Y25-34","25-34 anni","99","totale","2019-Q1","T1-2019",24.551987,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","2","femmine","Y25-34","25-34 anni","99","totale","2019-Q2","T2-2019",23.490413,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","2","femmine","Y25-34","25-34 anni","99","totale","2019-Q4","T4-2019",24.005564,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","2","femmine","Y25-34","25-34 anni","99","totale","2019-Q3","T3-2019",23.357997,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","2","femmine","Y25-34","25-34 anni","99","totale","2020-Q2","T2-2020",26.432705,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","2","femmine","Y25-34","25-34 anni","99","totale","2020-Q1","T1-2020",25.575118,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","2","femmine","Y25-34","25-34 anni","99","totale","2020-Q3","T3-2020",27.21058,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","2","femmine","Y25-34","25-34 anni","99","totale","2020-Q4","T4-2020",28.047292,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","9","totale","Y25-34","25-34 anni","99","totale","2019-Q1","T1-2019",17.057495,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","9","totale","Y25-34","25-34 anni","99","totale","2019-Q2","T2-2019",17.780211,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","9","totale","Y25-34","25-34 anni","99","totale","2019-Q4","T4-2019",16.917374,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","9","totale","Y25-34","25-34 anni","99","totale","2019-Q3","T3-2019",17.184611,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","9","totale","Y25-34","25-34 anni","99","totale","2020-Q2","T2-2020",21.403313,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","9","totale","Y25-34","25-34 anni","99","totale","2020-Q1","T1-2020",18.985085,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","9","totale","Y25-34","25-34 anni","99","totale","2020-Q3","T3-2020",20.243885,,
"ITC","Nord-ovest","INAC_R","tasso di inattività","9","totale","Y25-34","25-34 anni","99","totale","2020-Q4","T4-2020",20.024324,,
"ITD","Nord-est","INAC_R","tasso di inattività","1","maschi","Y25-34","25-34 anni","99","totale","2019-Q1","T1-2019",8.635748,,
"ITD","Nord-est","INAC_R","tasso di inattività","1","maschi","Y25-34","25-34 anni","99","totale","2019-Q2","T2-2019",11.246415,,
"ITD","Nord-est","INAC_R","tasso di inattività","1","maschi","Y25-34","25-34 anni","99","totale","2019-Q4","T4-2019",9.660377,,
"ITD","Nord-est","INAC_R","tasso di inattività","1","maschi","Y25-34","25-34 anni","99","totale","2019-Q3","T3-2019",11.2918,,
"ITD","Nord-est","INAC_R","tasso di inattività","1","maschi","Y25-34","25-34 anni","99","totale","2020-Q2","T2-2020",11.35062,,
"ITD","Nord-est","INAC_R","tasso di inattività","1","maschi","Y25-34","25-34 anni","99","totale","2020-Q1","T1-2020",10.340264,,
"ITD","Nord-est","INAC_R","tasso di inattività","1","maschi","Y25-34","25-34 anni","99","totale","2020-Q3","T3-2020",10.539731,,
"ITD","Nord-est","INAC_R","tasso di inattività","1","maschi","Y25-34","25-34 anni","99","totale","2020-Q4","T4-2020",10.673481,,
"ITD","Nord-est","INAC_R","tasso di inattività","2","femmine","Y25-34","25-34 anni","99","totale","2019-Q1","T1-2019",24.352701,,
"ITD","Nord-est","INAC_R","tasso di inattività","2","femmine","Y25-34","25-34 anni","99","totale","2019-Q2","T2-2019",24.137954,,
"ITD","Nord-est","INAC_R","tasso di inattività","2","femmine","Y25-34","25-34 anni","99","totale","2019-Q4","T4-2019",25.812204,,
"ITD","Nord-est","INAC_R","tasso di inattività","2","femmine","Y25-34","25-34 anni","99","totale","2019-Q3","T3-2019",27.69271,,
"ITD","Nord-est","INAC_R","tasso di inattività","2","femmine","Y25-34","25-34 anni","99","totale","2020-Q2","T2-2020",31.729304,,
"ITD","Nord-est","INAC_R","tasso di inattività","2","femmine","Y25-34","25-34 anni","99","totale","2020-Q1","T1-2020",24.564103,,
"ITD","Nord-est","INAC_R","tasso di inattività","2","femmine","Y25-34","25-34 anni","99","totale","2020-Q3","T3-2020",28.905237,,
"ITD","Nord-est","INAC_R","tasso di inattività","2","femmine","Y25-34","25-34 anni","99","totale","2020-Q4","T4-2020",25.918627,,
"ITD","Nord-est","INAC_R","tasso di inattività","9","totale","Y25-34","25-34 anni","99","totale","2019-Q1","T1-2019",16.432152,,
"ITD","Nord-est","INAC_R","tasso di inattività","9","totale","Y25-34","25-34 anni","99","totale","2019-Q2","T2-2019",17.637337,,
"ITD","Nord-est","INAC_R","tasso di inattività","9","totale","Y25-34","25-34 anni","99","totale","2019-Q4","T4-2019",17.663693,,
"ITD","Nord-est","INAC_R","tasso di inattività","9","totale","Y25-34","25-34 anni","99","totale","2019-Q3","T3-2019",19.426477,,
"ITD","Nord-est","INAC_R","tasso di inattività","9","totale","Y25-34","25-34 anni","99","totale","2020-Q2","T2-2020",21.427391,,
"ITD","Nord-est","INAC_R","tasso di inattività","9","totale","Y25-34","25-34 anni","99","totale","2020-Q1","T1-2020",17.377181,,
"ITD","Nord-est","INAC_R","tasso di inattività","9","totale","Y25-34","25-34 anni","99","totale","2020-Q3","T3-2020",19.609736,,
"ITD","Nord-est","INAC_R","tasso di inattività","9","totale","Y25-34","25-34 anni","99","totale","2020-Q4","T4-2020",18.192294,,
"ITE","Centro","INAC_R","tasso di inattività","1","maschi","Y25-34","25-34 anni","99","totale","2019-Q1","T1-2019",16.209662,,
"ITE","Centro","INAC_R","tasso di inattività","1","maschi","Y25-34","25-34 anni","99","totale","2019-Q2","T2-2019",18.104582,,
"ITE","Centro","INAC_R","tasso di inattività","1","maschi","Y25-34","25-34 anni","99","totale","2019-Q4","T4-2019",15.446031,,
"ITE","Centro","INAC_R","tasso di inattività","1","maschi","Y25-34","25-34 anni","99","totale","2019-Q3","T3-2019",18.306609,,
"ITE","Centro","INAC_R","tasso di inattività","1","maschi","Y25-34","25-34 anni","99","totale","2020-Q2","T2-2020",20.859747,,
"ITE","Centro","INAC_R","tasso di inattività","1","maschi","Y25-34","25-34 anni","99","totale","2020-Q1","T1-2020",17.512516,,
"ITE","Centro","INAC_R","tasso di inattività","1","maschi","Y25-34","25-34 anni","99","totale","2020-Q3","T3-2020",16.158813,,
"ITE","Centro","INAC_R","tasso di inattività","1","maschi","Y25-34","25-34 anni","99","totale","2020-Q4","T4-2020",16.344232,,
"ITE","Centro","INAC_R","tasso di inattività","2","femmine","Y25-34","25-34 anni","99","totale","2019-Q1","T1-2019",27.684137,,
"ITE","Centro","INAC_R","tasso di inattività","2","femmine","Y25-34","25-34 anni","99","totale","2019-Q2","T2-2019",27.744807,,
"ITE","Centro","INAC_R","tasso di inattività","2","femmine","Y25-34","25-34 anni","99","totale","2019-Q4","T4-2019",29.551586,,
"ITE","Centro","INAC_R","tasso di inattività","2","femmine","Y25-34","25-34 anni","99","totale","2019-Q3","T3-2019",30.824484,,
"ITE","Centro","INAC_R","tasso di inattività","2","femmine","Y25-34","25-34 anni","99","totale","2020-Q2","T2-2020",36.884312,,
"ITE","Centro","INAC_R","tasso di inattività","2","femmine","Y25-34","25-34 anni","99","totale","2020-Q1","T1-2020",29.672822,,
"ITE","Centro","INAC_R","tasso di inattività","2","femmine","Y25-34","25-34 anni","99","totale","2020-Q3","T3-2020",33.448837,,
"ITE","Centro","INAC_R","tasso di inattività","2","femmine","Y25-34","25-34 anni","99","totale","2020-Q4","T4-2020",32.371856,,
"ITE","Centro","INAC_R","tasso di inattività","9","totale","Y25-34","25-34 anni","99","totale","2019-Q1","T1-2019",21.875062,,
"ITE","Centro","INAC_R","tasso di inattività","9","totale","Y25-34","25-34 anni","99","totale","2019-Q2","T2-2019",22.868618,,
"ITE","Centro","INAC_R","tasso di inattività","9","totale","Y25-34","25-34 anni","99","totale","2019-Q4","T4-2019",22.420891,,
"ITE","Centro","INAC_R","tasso di inattività","9","totale","Y25-34","25-34 anni","99","totale","2019-Q3","T3-2019",24.503665,,
"ITE","Centro","INAC_R","tasso di inattività","9","totale","Y25-34","25-34 anni","99","totale","2020-Q2","T2-2020",28.773119,,
"ITE","Centro","INAC_R","tasso di inattività","9","totale","Y25-34","25-34 anni","99","totale","2020-Q1","T1-2020",23.519155,,
"ITE","Centro","INAC_R","tasso di inattività","9","totale","Y25-34","25-34 anni","99","totale","2020-Q3","T3-2020",24.696014,,
"ITE","Centro","INAC_R","tasso di inattività","9","totale","Y25-34","25-34 anni","99","totale","2020-Q4","T4-2020",24.25132,,
"IT","Italia","INAC_R","tasso di inattività","1","maschi","Y35-44","35-44 anni","99","totale","2019-Q1","T1-2019",8.724136,,
"IT","Italia","INAC_R","tasso di inattività","1","maschi","Y35-44","35-44 anni","99","totale","2019-Q2","T2-2019",8.203675,,
"IT","Italia","INAC_R","tasso di inattività","1","maschi","Y35-44","35-44 anni","99","totale","2019-Q4","T4-2019",8.752475,,
"IT","Italia","INAC_R","tasso di inattività","1","maschi","Y35-44","35-44 anni","99","totale","2019-Q3","T3-2019",8.037952,,
"IT","Italia","INAC_R","tasso di inattività","1","maschi","Y35-44","35-44 anni","99","totale","2020-Q2","T2-2020",11.152856,,
"IT","Italia","INAC_R","tasso di inattività","1","maschi","Y35-44","35-44 anni","99","totale","2020-Q1","T1-2020",9.336525,,
"IT","Italia","INAC_R","tasso di inattività","1","maschi","Y35-44","35-44 anni","99","totale","2020-Q3","T3-2020",9.234194,,
"IT","Italia","INAC_R","tasso di inattività","1","maschi","Y35-44","35-44 anni","99","totale","2020-Q4","T4-2020",9.515403,,
