"ITTER107","Territorio","TIPO_DATO_CN1","Tipo aggregato (milioni di euro)","VAL","Valutazione","CORREZ","Correzione","T_BIS","Edizione","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","P31_D_W0_S14","spesa per consumi finali sul territorio economico e all'estero delle famiglie residenti","V","prezzi correnti","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q2","T2-2019",266072.9,,
"IT","Italia","P31_D_W0_S14","spesa per consumi finali sul territorio economico e all'estero delle famiglie residenti","V","prezzi correnti","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q4","T4-2019",266802.3,,
"IT","Italia","P31_D_W0_S14","spesa per consumi finali sul territorio economico e all'estero delle famiglie residenti","V","prezzi correnti","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q3","T3-2019",266848.2,,
"IT","Italia","P31_D_W0_S14","spesa per consumi finali sul territorio economico e all'estero delle famiglie residenti","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M3","Mar-2020","2019-Q1","T1-2019",256792.7,,
"IT","Italia","P31_D_W0_S14","spesa per consumi finali sul territorio economico e all'estero delle famiglie residenti","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M3","Mar-2020","2019-Q2","T2-2019",256319.3,,
"IT","Italia","P31_D_W0_S14","spesa per consumi finali sul territorio economico e all'estero delle famiglie residenti","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M3","Mar-2020","2019-Q4","T4-2019",259640.4,,
"IT","Italia","P31_D_W0_S14","spesa per consumi finali sul territorio economico e all'estero delle famiglie residenti","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M3","Mar-2020","2019-Q3","T3-2019",265485.3,,
"IT","Italia","P31_C_W1_S14","spesa per consumi finali nel territorio economico delle famiglie non residenti (-)","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M3","Mar-2020","2019-Q1","T1-2019",6552.8,,
"IT","Italia","P31_C_W1_S14","spesa per consumi finali nel territorio economico delle famiglie non residenti (-)","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M3","Mar-2020","2019-Q2","T2-2019",11685.2,,
"IT","Italia","P31_C_W1_S14","spesa per consumi finali nel territorio economico delle famiglie non residenti (-)","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M3","Mar-2020","2019-Q4","T4-2019",8574.8,,
"IT","Italia","P31_C_W1_S14","spesa per consumi finali nel territorio economico delle famiglie non residenti (-)","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M3","Mar-2020","2019-Q3","T3-2019",16407.8,,
"IT","Italia","P31_D_W2_S14","spesa per consumi finali sul territorio economico delle famiglie residenti e non residenti","L_2015","valori concatenati con anno di riferimento 2015","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q1","T1-2019",258819.9,,
"IT","Italia","P31_D_W2_S14","spesa per consumi finali sul territorio economico delle famiglie residenti e non residenti","L_2015","valori concatenati con anno di riferimento 2015","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q2","T2-2019",263212.6,,
"IT","Italia","P31_D_W2_S14","spesa per consumi finali sul territorio economico delle famiglie residenti e non residenti","L_2015","valori concatenati con anno di riferimento 2015","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q4","T4-2019",263103.8,,
"IT","Italia","P31_D_W2_S14","spesa per consumi finali sul territorio economico delle famiglie residenti e non residenti","L_2015","valori concatenati con anno di riferimento 2015","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q3","T3-2019",274927.9,,
"IT","Italia","P31_C_W1_S14","spesa per consumi finali nel territorio economico delle famiglie non residenti (-)","Y","prezzi dell'anno precedente","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q1","T1-2019",6703.5,,
"IT","Italia","P31_C_W1_S14","spesa per consumi finali nel territorio economico delle famiglie non residenti (-)","Y","prezzi dell'anno precedente","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q2","T2-2019",11953.7,,
"IT","Italia","P31_C_W1_S14","spesa per consumi finali nel territorio economico delle famiglie non residenti (-)","Y","prezzi dell'anno precedente","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q4","T4-2019",8772,,
"IT","Italia","P31_C_W1_S14","spesa per consumi finali nel territorio economico delle famiglie non residenti (-)","Y","prezzi dell'anno precedente","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q3","T3-2019",16785.1,,
"IT","Italia","P31_D_W0_S14","spesa per consumi finali sul territorio economico e all'estero delle famiglie residenti","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q1","T1-2019",259301.2,,
"IT","Italia","P31_D_W0_S14","spesa per consumi finali sul territorio economico e all'estero delle famiglie residenti","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q2","T2-2019",259311,,
"IT","Italia","P31_D_W0_S14","spesa per consumi finali sul territorio economico e all'estero delle famiglie residenti","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q4","T4-2019",259588.5,,
"IT","Italia","P31_D_W0_S14","spesa per consumi finali sul territorio economico e all'estero delle famiglie residenti","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q3","T3-2019",260142.1,,
"IT","Italia","P31_D_W1_S14","spesa per consumi finali nel resto del mondo delle famiglie residenti (+) ","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q1","T1-2019",5272.6,,
"IT","Italia","P31_D_W1_S14","spesa per consumi finali nel resto del mondo delle famiglie residenti (+) ","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q2","T2-2019",5315.9,,
"IT","Italia","P31_D_W1_S14","spesa per consumi finali nel resto del mondo delle famiglie residenti (+) ","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q4","T4-2019",5454.7,,
"IT","Italia","P31_D_W1_S14","spesa per consumi finali nel resto del mondo delle famiglie residenti (+) ","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q3","T3-2019",5415.3,,
"IT","Italia","P31_C_W1_S14","spesa per consumi finali nel territorio economico delle famiglie non residenti (-)","V","prezzi correnti","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q1","T1-2019",10941.6,,
"IT","Italia","P31_C_W1_S14","spesa per consumi finali nel territorio economico delle famiglie non residenti (-)","V","prezzi correnti","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q2","T2-2019",11030,,
"IT","Italia","P31_C_W1_S14","spesa per consumi finali nel territorio economico delle famiglie non residenti (-)","V","prezzi correnti","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q4","T4-2019",11320.4,,
"IT","Italia","P31_C_W1_S14","spesa per consumi finali nel territorio economico delle famiglie non residenti (-)","V","prezzi correnti","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q3","T3-2019",11181.7,,
"IT","Italia","P31_D_W0_S14","spesa per consumi finali sul territorio economico e all'estero delle famiglie residenti","Y","prezzi dell'anno precedente","N","dati grezzi","2020M3","Mar-2020","2019-Q1","T1-2019",262211.9,,
"IT","Italia","P31_D_W0_S14","spesa per consumi finali sul territorio economico e all'estero delle famiglie residenti","Y","prezzi dell'anno precedente","N","dati grezzi","2020M3","Mar-2020","2019-Q2","T2-2019",261728.6,,
"IT","Italia","P31_D_W0_S14","spesa per consumi finali sul territorio economico e all'estero delle famiglie residenti","Y","prezzi dell'anno precedente","N","dati grezzi","2020M3","Mar-2020","2019-Q4","T4-2019",265119.8,,
"IT","Italia","P31_D_W0_S14","spesa per consumi finali sul territorio economico e all'estero delle famiglie residenti","Y","prezzi dell'anno precedente","N","dati grezzi","2020M3","Mar-2020","2019-Q3","T3-2019",271088,,
"IT","Italia","P31_D_W2_S14","spesa per consumi finali sul territorio economico delle famiglie residenti e non residenti","V","prezzi correnti","N","dati grezzi","2020M3","Mar-2020","2019-Q1","T1-2019",263471.2,,
"IT","Italia","P31_D_W2_S14","spesa per consumi finali sul territorio economico delle famiglie residenti e non residenti","V","prezzi correnti","N","dati grezzi","2020M3","Mar-2020","2019-Q2","T2-2019",271770.5,,
"IT","Italia","P31_D_W2_S14","spesa per consumi finali sul territorio economico delle famiglie residenti e non residenti","V","prezzi correnti","N","dati grezzi","2020M3","Mar-2020","2019-Q4","T4-2019",271136.8,,
"IT","Italia","P31_D_W2_S14","spesa per consumi finali sul territorio economico delle famiglie residenti e non residenti","V","prezzi correnti","N","dati grezzi","2020M3","Mar-2020","2019-Q3","T3-2019",281659.7,,
"IT","Italia","P31_C_W1_S14","spesa per consumi finali nel territorio economico delle famiglie non residenti (-)","Y","prezzi dell'anno precedente","N","dati grezzi","2020M3","Mar-2020","2019-Q1","T1-2019",6703.5,,
"IT","Italia","P31_C_W1_S14","spesa per consumi finali nel territorio economico delle famiglie non residenti (-)","Y","prezzi dell'anno precedente","N","dati grezzi","2020M3","Mar-2020","2019-Q2","T2-2019",11953.9,,
"IT","Italia","P31_C_W1_S14","spesa per consumi finali nel territorio economico delle famiglie non residenti (-)","Y","prezzi dell'anno precedente","N","dati grezzi","2020M3","Mar-2020","2019-Q4","T4-2019",8772,,
"IT","Italia","P31_C_W1_S14","spesa per consumi finali nel territorio economico delle famiglie non residenti (-)","Y","prezzi dell'anno precedente","N","dati grezzi","2020M3","Mar-2020","2019-Q3","T3-2019",16785.2,,
"IT","Italia","P31_D_W2_S14","spesa per consumi finali sul territorio economico delle famiglie residenti e non residenti","Y","prezzi dell'anno precedente","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q1","T1-2019",264422.2,,
"IT","Italia","P31_D_W2_S14","spesa per consumi finali sul territorio economico delle famiglie residenti e non residenti","Y","prezzi dell'anno precedente","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q2","T2-2019",268910.1,,
"IT","Italia","P31_D_W2_S14","spesa per consumi finali sul territorio economico delle famiglie residenti e non residenti","Y","prezzi dell'anno precedente","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q4","T4-2019",268798.8,,
"IT","Italia","P31_D_W2_S14","spesa per consumi finali sul territorio economico delle famiglie residenti e non residenti","Y","prezzi dell'anno precedente","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q3","T3-2019",280878.9,,
"IT","Italia","P31_D_W1_S14","spesa per consumi finali nel resto del mondo delle famiglie residenti (+) ","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q1","T1-2019",4303.5,,
"IT","Italia","P31_D_W1_S14","spesa per consumi finali nel resto del mondo delle famiglie residenti (+) ","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q2","T2-2019",5138.9,,
"IT","Italia","P31_D_W1_S14","spesa per consumi finali nel resto del mondo delle famiglie residenti (+) ","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q4","T4-2019",5240.1,,
"IT","Italia","P31_D_W1_S14","spesa per consumi finali nel resto del mondo delle famiglie residenti (+) ","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q3","T3-2019",7380.6,,
"IT","Italia","P31_D_W0_S14","spesa per consumi finali sul territorio economico e all'estero delle famiglie residenti","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q1","T1-2019",264773,,
"IT","Italia","P31_D_W0_S14","spesa per consumi finali sul territorio economico e all'estero delle famiglie residenti","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q2","T2-2019",264783.1,,
"IT","Italia","P31_D_W0_S14","spesa per consumi finali sul territorio economico e all'estero delle famiglie residenti","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q4","T4-2019",265066.3,,
"IT","Italia","P31_D_W0_S14","spesa per consumi finali sul territorio economico e all'estero delle famiglie residenti","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q3","T3-2019",265631.6,,
"IT","Italia","P31_D_W2_S14","spesa per consumi finali sul territorio economico delle famiglie residenti e non residenti","V","prezzi correnti","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q1","T1-2019",271586.2,,
"IT","Italia","P31_D_W2_S14","spesa per consumi finali sul territorio economico delle famiglie residenti e non residenti","V","prezzi correnti","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q2","T2-2019",271643.8,,
"IT","Italia","P31_D_W2_S14","spesa per consumi finali sul territorio economico delle famiglie residenti e non residenti","V","prezzi correnti","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q4","T4-2019",272478,,
"IT","Italia","P31_D_W2_S14","spesa per consumi finali sul territorio economico delle famiglie residenti e non residenti","V","prezzi correnti","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q3","T3-2019",272437,,
"IT","Italia","P31_C_W1_S14","spesa per consumi finali nel territorio economico delle famiglie non residenti (-)","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q1","T1-2019",10891.9,,
"IT","Italia","P31_C_W1_S14","spesa per consumi finali nel territorio economico delle famiglie non residenti (-)","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q2","T2-2019",10963,,
"IT","Italia","P31_C_W1_S14","spesa per consumi finali nel territorio economico delle famiglie non residenti (-)","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q4","T4-2019",11248.3,,
"IT","Italia","P31_C_W1_S14","spesa per consumi finali nel territorio economico delle famiglie non residenti (-)","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q3","T3-2019",11111.3,,
"IT","Italia","P31_C_W1_S14","spesa per consumi finali nel territorio economico delle famiglie non residenti (-)","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q1","T1-2019",10647,,
"IT","Italia","P31_C_W1_S14","spesa per consumi finali nel territorio economico delle famiglie non residenti (-)","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q2","T2-2019",10716.5,,
"IT","Italia","P31_C_W1_S14","spesa per consumi finali nel territorio economico delle famiglie non residenti (-)","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q4","T4-2019",10995.4,,
"IT","Italia","P31_C_W1_S14","spesa per consumi finali nel territorio economico delle famiglie non residenti (-)","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q3","T3-2019",10861.5,,
"IT","Italia","P31_D_W2_S14","spesa per consumi finali sul territorio economico delle famiglie residenti e non residenti","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M3","Mar-2020","2019-Q1","T1-2019",259041.1,,
"IT","Italia","P31_D_W2_S14","spesa per consumi finali sul territorio economico delle famiglie residenti e non residenti","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M3","Mar-2020","2019-Q2","T2-2019",263019.6,,
"IT","Italia","P31_D_W2_S14","spesa per consumi finali sul territorio economico delle famiglie residenti e non residenti","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M3","Mar-2020","2019-Q4","T4-2019",263127.7,,
"IT","Italia","P31_D_W2_S14","spesa per consumi finali sul territorio economico delle famiglie residenti e non residenti","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M3","Mar-2020","2019-Q3","T3-2019",274770.8,,
"IT","Italia","P31_D_W1_S14","spesa per consumi finali nel resto del mondo delle famiglie residenti (+) ","L_2015","valori concatenati con anno di riferimento 2015","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q1","T1-2019",4241.8,,
"IT","Italia","P31_D_W1_S14","spesa per consumi finali nel resto del mondo delle famiglie residenti (+) ","L_2015","valori concatenati con anno di riferimento 2015","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q2","T2-2019",5030.9,,
"IT","Italia","P31_D_W1_S14","spesa per consumi finali nel resto del mondo delle famiglie residenti (+) ","L_2015","valori concatenati con anno di riferimento 2015","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q4","T4-2019",5088.4,,
"IT","Italia","P31_D_W1_S14","spesa per consumi finali nel resto del mondo delle famiglie residenti (+) ","L_2015","valori concatenati con anno di riferimento 2015","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q3","T3-2019",7183.1,,
"IT","Italia","P31_D_W2_S14","spesa per consumi finali sul territorio economico delle famiglie residenti e non residenti","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q1","T1-2019",264663.5,,
"IT","Italia","P31_D_W2_S14","spesa per consumi finali sul territorio economico delle famiglie residenti e non residenti","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q2","T2-2019",264700.6,,
"IT","Italia","P31_D_W2_S14","spesa per consumi finali sul territorio economico delle famiglie residenti e non residenti","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q4","T4-2019",265121.1,,
"IT","Italia","P31_D_W2_S14","spesa per consumi finali sul territorio economico delle famiglie residenti e non residenti","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q3","T3-2019",265579,,
"IT","Italia","P31_D_W2_S14","spesa per consumi finali sul territorio economico delle famiglie residenti e non residenti","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2019-Q1","T1-2019",264569.4,,
"IT","Italia","P31_D_W2_S14","spesa per consumi finali sul territorio economico delle famiglie residenti e non residenti","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2019-Q2","T2-2019",268704.2,,
"IT","Italia","P31_D_W2_S14","spesa per consumi finali sul territorio economico delle famiglie residenti e non residenti","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2019-Q4","T4-2019",268955.7,,
"IT","Italia","P31_D_W2_S14","spesa per consumi finali sul territorio economico delle famiglie residenti e non residenti","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2019-Q3","T3-2019",280675.2,,
"IT","Italia","P31_D_W2_S14","spesa per consumi finali sul territorio economico delle famiglie residenti e non residenti","Y","prezzi dell'anno precedente","N","dati grezzi","2020M5","Mag-2020","2020-Q1","T1-2020",246873.4,,
"IT","Italia","P31_D_W1_S14","spesa per consumi finali nel resto del mondo delle famiglie residenti (+) ","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2019-Q1","T1-2019",4346.1,,
"IT","Italia","P31_D_W1_S14","spesa per consumi finali nel resto del mondo delle famiglie residenti (+) ","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2019-Q2","T2-2019",5096.3,,
"IT","Italia","P31_D_W1_S14","spesa per consumi finali nel resto del mondo delle famiglie residenti (+) ","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2019-Q4","T4-2019",5240.1,,
"IT","Italia","P31_D_W1_S14","spesa per consumi finali nel resto del mondo delle famiglie residenti (+) ","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2019-Q3","T3-2019",7380.6,,
"IT","Italia","P31_D_W1_S14","spesa per consumi finali nel resto del mondo delle famiglie residenti (+) ","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2020-Q1","T1-2020",3191.1,,
"IT","Italia","P31_D_W0_S14","spesa per consumi finali sul territorio economico e all'estero delle famiglie residenti","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M5","Mag-2020","2019-Q1","T1-2019",260767.4,,
"IT","Italia","P31_D_W0_S14","spesa per consumi finali sul territorio economico e all'estero delle famiglie residenti","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M5","Mag-2020","2019-Q2","T2-2019",265054.3,,
"IT","Italia","P31_D_W0_S14","spesa per consumi finali sul territorio economico e all'estero delle famiglie residenti","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M5","Mag-2020","2019-Q4","T4-2019",267665.4,,
"IT","Italia","P31_D_W0_S14","spesa per consumi finali sul territorio economico e all'estero delle famiglie residenti","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M5","Mag-2020","2019-Q3","T3-2019",272247.2,,
"IT","Italia","P31_D_W0_S14","spesa per consumi finali sul territorio economico e all'estero delle famiglie residenti","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M5","Mag-2020","2020-Q1","T1-2020",244209.3,,
"IT","Italia","P31_D_W1_S14","spesa per consumi finali nel resto del mondo delle famiglie residenti (+) ","Y","prezzi dell'anno precedente","W","dati corretti per gli effetti di calendario","2020M5","Mag-2020","2019-Q1","T1-2019",4225.1,,
"IT","Italia","P31_D_W1_S14","spesa per consumi finali nel resto del mondo delle famiglie residenti (+) ","Y","prezzi dell'anno precedente","W","dati corretti per gli effetti di calendario","2020M5","Mag-2020","2019-Q2","T2-2019",5010.8,,
"IT","Italia","P31_D_W1_S14","spesa per consumi finali nel resto del mondo delle famiglie residenti (+) ","Y","prezzi dell'anno precedente","W","dati corretti per gli effetti di calendario","2020M5","Mag-2020","2019-Q4","T4-2019",5068.2,,
"IT","Italia","P31_D_W1_S14","spesa per consumi finali nel resto del mondo delle famiglie residenti (+) ","Y","prezzi dell'anno precedente","W","dati corretti per gli effetti di calendario","2020M5","Mag-2020","2019-Q3","T3-2019",7154.3,,
"IT","Italia","P31_D_W1_S14","spesa per consumi finali nel resto del mondo delle famiglie residenti (+) ","Y","prezzi dell'anno precedente","W","dati corretti per gli effetti di calendario","2020M5","Mag-2020","2020-Q1","T1-2020",3114.9,,
"IT","Italia","P31_C_W1_S14","spesa per consumi finali nel territorio economico delle famiglie non residenti (-)","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M5","Mag-2020","2019-Q1","T1-2019",6720.5,,
"IT","Italia","P31_C_W1_S14","spesa per consumi finali nel territorio economico delle famiglie non residenti (-)","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M5","Mag-2020","2019-Q2","T2-2019",12032.2,,
"IT","Italia","P31_C_W1_S14","spesa per consumi finali nel territorio economico delle famiglie non residenti (-)","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M5","Mag-2020","2019-Q4","T4-2019",8803.7,,
"IT","Italia","P31_C_W1_S14","spesa per consumi finali nel territorio economico delle famiglie non residenti (-)","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M5","Mag-2020","2019-Q3","T3-2019",16917.3,,
"IT","Italia","P31_C_W1_S14","spesa per consumi finali nel territorio economico delle famiglie non residenti (-)","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M5","Mag-2020","2020-Q1","T1-2020",4421.2,,
"IT","Italia","P31_D_W2_S14","spesa per consumi finali sul territorio economico delle famiglie residenti e non residenti","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M5","Mag-2020","2019-Q1","T1-2019",270163.7,,
"IT","Italia","P31_D_W2_S14","spesa per consumi finali sul territorio economico delle famiglie residenti e non residenti","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M5","Mag-2020","2019-Q2","T2-2019",270321.2,,
"IT","Italia","P31_D_W2_S14","spesa per consumi finali sul territorio economico delle famiglie residenti e non residenti","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M5","Mag-2020","2019-Q4","T4-2019",271280.4,,
"IT","Italia","P31_D_W2_S14","spesa per consumi finali sul territorio economico delle famiglie residenti e non residenti","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M5","Mag-2020","2019-Q3","T3-2019",271244.7,,
"IT","Italia","P31_D_W2_S14","spesa per consumi finali sul territorio economico delle famiglie residenti e non residenti","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M5","Mag-2020","2020-Q1","T1-2020",252011.1,,
"IT","Italia","P31_D_W1_S14","spesa per consumi finali nel resto del mondo delle famiglie residenti (+) ","V","prezzi correnti","Y","dati destagionalizzati","2020M5","Mag-2020","2019-Q1","T1-2019",5366.7,,
"IT","Italia","P31_D_W1_S14","spesa per consumi finali nel resto del mondo delle famiglie residenti (+) ","V","prezzi correnti","Y","dati destagionalizzati","2020M5","Mag-2020","2019-Q2","T2-2019",5459.1,,
"IT","Italia","P31_D_W1_S14","spesa per consumi finali nel resto del mondo delle famiglie residenti (+) ","V","prezzi correnti","Y","dati destagionalizzati","2020M5","Mag-2020","2019-Q4","T4-2019",5644.5,,
"IT","Italia","P31_D_W1_S14","spesa per consumi finali nel resto del mondo delle famiglie residenti (+) ","V","prezzi correnti","Y","dati destagionalizzati","2020M5","Mag-2020","2019-Q3","T3-2019",5592.7,,
"IT","Italia","P31_D_W1_S14","spesa per consumi finali nel resto del mondo delle famiglie residenti (+) ","V","prezzi correnti","Y","dati destagionalizzati","2020M5","Mag-2020","2020-Q1","T1-2020",4216.4,,
"IT","Italia","P31_D_W0_S14","spesa per consumi finali sul territorio economico e all'estero delle famiglie residenti","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2019-Q1","T1-2019",261025.9,,
"IT","Italia","P31_D_W0_S14","spesa per consumi finali sul territorio economico e all'estero delle famiglie residenti","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2019-Q2","T2-2019",264826.8,,
"IT","Italia","P31_D_W0_S14","spesa per consumi finali sul territorio economico e all'estero delle famiglie residenti","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2019-Q4","T4-2019",267689.6,,
"IT","Italia","P31_D_W0_S14","spesa per consumi finali sul territorio economico e all'estero delle famiglie residenti","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2019-Q3","T3-2019",272084.9,,
"IT","Italia","P31_D_W0_S14","spesa per consumi finali sul territorio economico e all'estero delle famiglie residenti","V","prezzi correnti","N","dati grezzi","2020M5","Mag-2020","2020-Q1","T1-2020",244304.5,,
"IT","Italia","P31_D_W1_S14","spesa per consumi finali nel resto del mondo delle famiglie residenti (+) ","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2019-Q1","T1-2019",4284,,
"IT","Italia","P31_D_W1_S14","spesa per consumi finali nel resto del mondo delle famiglie residenti (+) ","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2019-Q2","T2-2019",4989,,
"IT","Italia","P31_D_W1_S14","spesa per consumi finali nel resto del mondo delle famiglie residenti (+) ","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2019-Q4","T4-2019",5088.4,,
"IT","Italia","P31_D_W1_S14","spesa per consumi finali nel resto del mondo delle famiglie residenti (+) ","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2019-Q3","T3-2019",7182.7,,
"IT","Italia","P31_D_W1_S14","spesa per consumi finali nel resto del mondo delle famiglie residenti (+) ","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M5","Mag-2020","2020-Q1","T1-2020",3082.7,,
"IT","Italia","P31_D_W0_S14","spesa per consumi finali sul territorio economico e all'estero delle famiglie residenti","L_2015","valori concatenati con anno di riferimento 2015","W","dati corretti per gli effetti di calendario","2020M5","Mag-2020","2019-Q1","T1-2019",256464.8,,
